item_name,saurce,ingredients,ingredients
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot ,"  Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot ,"  Fajita Veggies, Cheese, Sour Cream, Guacamole  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot , Fajita Veggies ,1
Chips,Origin,Origin,211
Chips and Fresh Tomato Salsa,Origin,Origin,110
Chips and Guacamole,Origin,Origin,479
Chips and Mild Fresh Tomato Salsa,Origin,Origin,1
Chips and Roasted Chili Corn Salsa,Origin,Origin,22
Chips and Roasted Chili-Corn Salsa,Origin,Origin,18
Chips and Tomatillo Green Chili Salsa,Origin,Origin,43
Chips and Tomatillo Red Chili Salsa,Origin,Origin,48
Chips and Tomatillo-Green Chili Salsa,Origin,Origin,31
Chips and Tomatillo-Red Chili Salsa,Origin,Origin,20
Crispy Tacos, Adobo Marinated and Grilled Chicken ,Origin,1
Crispy Tacos, Adobo Marinated and Grilled Steak ,Origin,1
Izze, Blackberry ,Origin,8
Izze, Clementine ,Origin,8
Izze, Grapefruit ,Origin,4
Nantucket Nectar, Apple ,Origin,6
Nantucket Nectar, Peach Orange ,Origin,8
Nantucket Nectar, Pineapple Orange Banana ,Origin,8
Nantucket Nectar, Pomegranate Cherry ,Origin,5
Salad, Brown Rice," Adobo Marinated and Grilled Chicken, Vegetarian Black Beans ",1
Salad, White Rice," Adobo Marinated and Grilled Chicken, Vegetarian Black Beans ",1
Side of Chips,Origin,Origin,101
Steak Bowl,  Fresh Tomato Salsa  Mild ," Tomatillo Green Chili Salsa  Medium , Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",2
Steak Bowl,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl,  Fresh Tomato Salsa  Mild ," Tomatillo Green Chili Salsa  Medium , Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl,  Fresh Tomato Salsa  Mild ," Tomatillo Green Chili Salsa  Medium , Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Black Beans, Rice, Cheese, Sour Cream  ",1
Steak Bowl,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Cheese, Sour Cream, Guacamole  ",2
Steak Bowl,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot , Fresh Tomato Salsa  Mild , Tomatillo Green Chili Salsa  Medium  ,  Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream  ",2
Steak Bowl,  Roasted Chili Corn Salsa  Medium ," Fresh Tomato Salsa  Mild  ,  Cheese, Fajita Veggies, Lettuce, Sour Cream, Rice, Black Beans  ",1
Steak Bowl,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Cheese, Lettuce  ",1
Steak Bowl,  Tomatillo Green Chili Salsa  Medium ," Roasted Chili Corn Salsa  Medium  ,  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl,  Tomatillo Red Chili Salsa  Hot ," Fresh Tomato Salsa  Mild  ,  Rice, Black Beans, Lettuce  ",1
Steak Bowl, Fresh Tomato  Mild ,"  Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese  ",2
Steak Bowl, Fresh Tomato  Mild ,"  Lettuce, Black Beans, Rice  ",1
Steak Bowl, Fresh Tomato  Mild ,"  Lettuce, Black Beans, Rice, Cheese  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole  ",5
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",3
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",3
Steak Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",3
Steak Bowl, Fresh Tomato Salsa, Rice ,3
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",2
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese  ",2
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Steak Bowl, Fresh Tomato Salsa,"  Rice, Cheese  ",2
Steak Bowl, Fresh Tomato Salsa,"  Rice, Cheese, Lettuce  ",2
Steak Bowl, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Guacamole  ",2
Steak Bowl, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",2
Steak Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese  ",2
Steak Bowl, Fresh Tomato Salsa,"  Black Beans, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa,"  Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Cheese, Black Beans, Pinto Beans, Guacamole, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Black Beans, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Cheese  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Steak Bowl, Fresh Tomato Salsa, Guacamole ,1
Steak Bowl, Fresh Tomato Salsa ,Origin,1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Sour Cream, Lettuce  ",5
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Lettuce, Cheese, Sour Cream  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Cheese  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Guacamole, Lettuce  ",1
Steak Bowl, Fresh Tomato Salsa  Mild ,"  Sour Cream, Lettuce, Cheese, Black Beans, Rice  ",1
Steak Bowl, Rice, Tomatillo Red Chili Salsa  Hot  ,1
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Sour Cream, Cheese, Guacamole  ",5
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",3
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Guacamole, Lettuce  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Lettuce, Guacamole  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole  ",2
Steak Bowl, Roasted Chili Corn Salsa,"  Black Beans, Cheese, Sour Cream  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Black Beans, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Black Beans, Pinto Beans, Cheese, Sour Cream  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Pinto Beans, Rice, Cheese, Sour Cream, Guacamole  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Sour Cream  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese, Sour Cream  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",2
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Black Beans, Sour Cream  ",2
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Cheese  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Rice, Guacamole  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Black Beans, Fajita Veggies  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Cheese  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili  Medium ,"  Rice, Black Beans, Sour Cream, Cheese  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",3
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Lettuce  ",2
Steak Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Guacamole  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa ,Origin,1
Steak Bowl, Tomatillo Green Chili Salsa  Medium ,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Tomatillo Green Chili Salsa  Medium ,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese  ",3
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",3
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",2
Steak Bowl, Tomatillo Red Chili Salsa,"  Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Cheese, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Sour Cream, Lettuce, Guacamole  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Pinto Beans, Cheese  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Pinto Beans, Guacamole, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa,"  Rice, Sour Cream, Cheese, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream  ",2
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",2
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Lettuce  ",1
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Black Beans, Cheese  ",1
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Cheese, Sour Cream, Guacamole  ",1
Steak Bowl, Tomatillo Red Chili Salsa  Hot ,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Sour Cream  ",3
Steak Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Black Beans, Rice, Cheese, Lettuce  ",2
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Cheese, Sour Cream  ",2
Steak Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Black Beans, Rice, Fajita Veggies, Sour Cream, Lettuce  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Black Beans, Rice, Sour Cream, Guacamole, Lettuce  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Roasted Chili Corn Salsa  Medium  ,  Rice, Guacamole, Lettuce  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Fajita Veggies, Cheese, Lettuce  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Fajita Veggies, Cheese, Guacamole  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Rice, Cheese, Sour Cream  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Cheese, Sour Cream, Guacamole  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Burrito,  Fresh Tomato Salsa  Mild ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Cheese, Sour Cream, Lettuce  ",1
Steak Burrito,  Lettuce," Fajita Veggies, Rice  ",4
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",5
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Green Chili Salsa  Medium  ,  Rice, Black Beans, Sour Cream  ",2
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Fresh Tomato Salsa  Mild  ,  Lettuce, Black Beans, Sour Cream, Cheese, Rice, Fajita Veggies, Pinto Beans  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Fresh Tomato Salsa  Mild  ,  Rice, Black Beans, Cheese, Lettuce  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Fresh Tomato Salsa  Mild  ,  Rice, Black Beans, Sour Cream  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Fresh Tomato Salsa  Mild  ,  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Green Chili Salsa  Medium  ,  Rice, Black Beans, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Green Chili Salsa  Medium  ,  Rice, Black Beans, Sour Cream, Guacamole  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot , Fresh Tomato Salsa  Mild  ,  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Steak Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot , Fresh Tomato Salsa  Mild  ,  Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Burrito,  Tomatillo Green Chili Salsa  Medium ," Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Burrito,  Tomatillo Green Chili Salsa  Medium ," Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Steak Burrito,  Tomatillo Green Chili Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Fajita Veggies, Sour Cream  ",1
Steak Burrito, Brown Rice ,Origin,1
Steak Burrito, Fresh Tomato  Mild ,"  Lettuce, Guacamole, Rice, Cheese  ",3
Steak Burrito, Fresh Tomato  Mild ,"  Black Beans, Guacamole, Rice, Sour Cream, Cheese  ",1
Steak Burrito, Fresh Tomato  Mild ,"  Lettuce, Guacamole, Pinto Beans, Rice, Sour Cream, Cheese  ",1
Steak Burrito, Fresh Tomato  Mild ,"  Lettuce, Pinto Beans, Rice, Sour Cream, Cheese  ",1
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",5
Steak Burrito, Fresh Tomato Salsa,"  Rice, Sour Cream, Guacamole, Lettuce  ",5
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese  ",4
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",4
Steak Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream  ",4
Steak Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",4
Steak Burrito, Fresh Tomato Salsa,"  Pinto Beans, Cheese, Sour Cream  ",3
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole  ",3
Steak Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",3
Steak Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream  ",2
Steak Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",2
Steak Burrito, Fresh Tomato Salsa,"  Pinto Beans, Cheese, Sour Cream, Guacamole  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Cheese  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Cheese  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole  ",2
Steak Burrito, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese, Lettuce, Guacamole  ",2
Steak Burrito, Fresh Tomato Salsa,"  Black Beans, Cheese, Guacamole, Lettuce  ",1
Steak Burrito, Fresh Tomato Salsa,"  Cheese, Black Beans, Rice  ",1
Steak Burrito, Fresh Tomato Salsa,"  Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Steak Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole  ",1
